HomePrice,CensusTract
153516,12057014012
143000,12086017300
154754,12063210800
140007,12103024905
156096,12069030506
138125,12057013705
138040,12031000101
154280,12091020701
142000,12086017300
139001,12086012002
153330,12131950201
137105,12089050507
136935,12001002202
158000,12053041006
145566,12103024509
136170,12105011604
140000,12103025415
136000,12057013409
135745,12057000202
156145,12083001003
134980,12057010817
134810,12093910102
133620,12069030206
133450,12001001907
146822,12095012000
149777,12095012100
132770,12009062302
149951,12069030108
139900,12086000109
147345,12053040906
151997,12073002207
149997,12103026401
148031,12023110602
130815,12005001100
130645,12007000100
147359,12015020800
147072,12069030505
129540,12101031806
134000,12031014426
129200,12011010407
189900,12057011603
145056,12101030409
129000,12115002729
167500,12019031104
129900,12009065124
172900,12009068501
149900,12095013510
132645,12057005302
147708,12083002100
170000,12086000715
166000,12055961301
132163,12073002302
126480,12017450602
126310,12107950100
126140,12133970302
140695,12119911301
144441,12083001007
128293,12031014312
128031,12031014312
143471,12017451400
124100,12107951100
124015,12121970303
131124,12086003915
123590,12009064124
123590,12069031108
139296,12083002100
139295,12017451200
123080,12031015300
141903,12073002006
126854,12017450601
141082,12073001801
142758,12107950201
122485,12093910403
122485,12089050505
140992,12031010306
139230,12099007771
137487,12083002303
139552,12017451400
128016,12011100302
120870,12101031407
120530,12019030400
120735,12091020200
135744,12031015502
119850,12057013002
119850,12035060107
106000,12015020800
119900,12003040201
119170,12005000805
119170,12023110202
119170,12065250106
120000,12099001404
126000,12011100203
119000,12101031703
124900,12079110100
118575,12063211000
135315,12083002609
124146,12053040901
118405,12091020305
118150,12057006400
118150,12005000500
133439,12105014906
79900,12073000903
141000,12011020418
120814,12009071347
117300,12011110354
85000,12039020103
118000,12086009803
129199,12031012702
123716,12099007774
115430,12073002208
125000,12073000904
123073,12099001301
114325,12103024603
113900,12011020404
113220,12071010210
126539,12071001912
113050,12011030601
113050,12103026908
112965,12073002603
112880,12041950100
125969,12029970104
113692,12099004008
112285,12117021100
122000,12011020314
118883,12081000808
111775,12071001002
111350,12095014607
111350,12071001001
111265,12031012201
111095,12045960101
130000,12011060126
124900,12011010702
145000,12101033010
111000,12011020320
109650,12111382010
119467,12105012506
108800,12099005947
27500,12031011901
108035,12043000100
107950,12033003203
107950,12011030601
105000,12009062114
107355,12031010800
107270,12031013302
134900,12086007708
62400,12111381402
106505,12091020102
106242,12086000127
24900,12005001501
118465,12055960200
119327,12071040211
105400,12099002006
117888,12053040303
116000,12039020104
103785,12031002101
104814,12117021806
103615,12091020102
103530,12011040702
114000,12005000804
25000,12099007010
106954,12055960402
106634,12091020500
64900,12073001801
103789,12015020700
119900,12031011901
101150,12011020314
117810,12005002500
112384,12031011200
127000,12011110355
100300,12011020417
116721,12023110700
99875,12101032601
99705,12015020700
112607,12023110800
105000,12101031703
98430,12105015500
104647,12005002000
97250,12017450901
97835,12107950300
97665,12011050401
104000,12086008208
96900,12133970302
96900,12011020418
108300,12009062500
96220,12075970304
109804,12063210600
93600,12031010800
96050,12081000603
95370,12103025209
99000,12011070404
96882,12083002610
100800,12105011606
94605,12059960300
97000,12081001106
130000,12099004817
99900,12011060207
93755,12007000202
104499,12105016100
98910,12099007710
116900,12133970302
93245,12107950900
92990,12073002302
92735,12083000606
215000,12081000902
92565,12069030112
92140,12005000301
92055,12071020600
91120,12083002504
91120,12031010800
96286,12011050309
90100,12011060405
90100,12099006908
90015,12031012300
130000,12011030705
100000,12033002900
88655,12007000201
88400,12009071500
88400,12057005800
87890,12101031404
87040,12127082506
86785,12065250105
97812,12017450305
86275,12083002703
85765,12055960900
85340,12107951200
84660,12033003400
84490,12005000500
88921,12071020700
95040,12073000502
83895,12039020800
83725,12073002603
83470,12019030106
91897,12095016804
82280,12033002703
65000,12023110300
86894,12073002302
81260,12105014203
85034,12073002302
99900,12073001001
79050,12011110354
78200,12099006203
77945,12033003201
77350,12105011000
87071,12031002702
77011,12107950100
86069,12105015701
76500,12073002302
75905,12057013802
80068,12099003202
75310,12031012300
75225,12073002302
74970,12101031206
74970,12053040802
74460,12017450202
83125,12031002801
74290,12073002603
74205,12033002100
74120,12045960102
73950,12001002208
73185,12073001902
72250,12001001400
72250,12115002003
76500,12011070213
72080,12051000200
80180,12031000300
71400,12063210302
71230,12073001902
70975,12055961201
70125,12063210600
70125,12033001700
39900,12073002006
109200,12031014426
90000,12011090900
69190,12031000102
69020,12053040202
77140,12075970200
72270,12101033009
68170,12063211100
68000,12095016906
88000,12095012303
75620,12033003201
67235,12011060305
105000,12011020418
66502,12073002603
68752,12073002302
65790,12039020400
73164,12123950301
65025,12011090404
66000,12099007812
64600,12007000302
73622,12099007746
64005,12031017300
67320,12031017400
63410,12083001500
99900,12099007010
84900,12011060401
71197,12099006203
62050,12115001301
61540,12055961202
61200,12065250105
71000,12043000300
60265,12031002600
75000,12011020404
69900,12099004013
58140,12083000605
57970,12033003305
57800,12011020213
57120,12127081900
65183,12031002801
56950,12101031703
56355,12073001801
56100,12117021902
54995,12079110302
61370,12069030505
54400,12105011000
54400,12031014902
53125,12031002801
52700,12099007010
52615,12031011600
52530,12031002600
52530,12107950100
63000,12031001401
50915,12057011908
56525,12083001500
35000,12073002702
49725,12107950500
48110,12011030705
47600,12103024100
44900,12131950202
45390,12099004013
48900,12031011300
44795,12023110903
54900,12045960101
43180,12023110300
41225,12119911500
41140,12053040303
39780,12031014902
43199,12107950800
44500,12005002000
35306,12083001010
29900,12005000803
91800,12107951100
NA,12057013804
NA,12011060114
NA,12103020108
NA,12086005104
NA,12127091018
NA,12071010305
NA,12107950100
NA,12057014109
NA,12103022801
NA,12095017001
NA,12107951100
NA,12095014201
NA,12086000127
NA,12083001302
NA,12081001705
NA,12105012512
NA,12086009804
NA,12005000401
NA,12109020606
NA,12031014426
NA,12133970302
NA,12059960300
NA,12133970302
NA,12011060501
NA,12086007104
NA,12086003400
NA,12086009803
NA,12086980500
NA,12033003614
NA,12011040702
NA,12011040102
NA,12086005104
NA,12065250105
NA,12057013204
NA,12011030705
NA,12113010301
NA,12127090702
NA,12119910800
NA,12071050210
NA,12115002714
NA,12031016731
NA,12121970200
NA,12083000703
NA,12095017813
NA,12073001101
NA,12095016902
NA,12086003706
NA,12095017022
NA,12035060207
NA,12103021900
NA,12071001711
NA,12086011009
NA,12086009602
NA,12023110903
NA,12103021200
NA,12011030703
NA,12103022501
NA,12011100400
NA,12011060401
NA,12053040101
NA,12015020301
NA,12057014109
NA,12031016726
NA,12079110301
NA,12023110604
NA,12049970201
NA,12117021505
NA,12049970402
NA,12121970501
NA,12086010501
NA,12103020106
NA,12061050905
NA,12045960200
NA,12017450310
NA,12057011716
NA,12031016731
NA,12101032113
NA,12011041000
NA,12011110361
NA,12011110312
NA,12011090802
NA,12111380400
NA,12071040312
NA,12071040313
NA,12015030102
NA,12086002710
NA,12086000122
NA,12086006718
NA,12085000701
NA,12086000715
NA,12095014201
NA,12086000127
NA,12086005805
NA,12009065236
NA,12019030706
NA,12051000300
NA,12086000134
NA,12011042000
NA,12107950100
NA,12051000300
NA,12105011834
NA,12107951401
NA,12073002702
NA,12086000127
NA,12086009030
NA,12086009030
NA,12051000300
NA,12086010501
NA,12086001006
NA,12117020905
NA,12086011009
NA,12031014312
NA,12095015002
NA,12073002208
NA,12086009804
NA,12086000141
NA,12086007807
NA,12086003606
NA,12031014426
NA,12119910702
NA,12011100201
NA,12003040101
NA,12086000127
NA,12086000127
NA,12057005102
NA,12011040702
NA,12011040902
NA,12011060212
NA,12073000502
NA,12099001500
NA,12051000300
NA,12105014129
NA,12011090200
NA,12011050204
NA,12015020301
NA,12015030402
NA,12005000402
NA,12085000300
NA,12086000222
NA,12086000216
NA,12086000123
NA,12095016514
NA,12095016802
NA,12059960300
NA,12031000700
NA,12071040206
NA,12071040206
NA,12071010207
NA,12105012126
NA,12103026908
NA,12087971001
NA,12017451605
NA,12086009905
NA,12086016502
NA,12011060214
NA,12011031203
NA,12011020418
NA,12117020704
NA,12051000300
NA,12021011114
NA,12059960403
NA,12086003704
NA,12086007402
NA,12103020800
NA,12011090700
NA,12011040503
NA,12011050401
NA,12103020800
NA,12071010109
NA,12071010110
NA,12071010109
NA,12071010109
NA,12105012512
NA,12085001302
NA,12083002705
NA,12011020314
NA,12045960200
NA,12031016731
NA,12073000302
NA,12087971900
NA,12009065239
NA,12015020203
NA,12086009506
NA,12105015600
NA,12086008429
NA,12086011601
NA,12086009102
NA,12086000127
NA,12086009804
NA,12011010407
NA,12105011203
NA,12117022209
NA,12089050307
NA,12086007807
NA,12103020206
NA,12103026917
NA,12086010620
NA,12086009010
NA,12086000134
NA,12086003704
NA,12011060117
NA,12011060304
NA,12086009602
NA,12086010804
NA,12069031309
NA,12105014127
NA,12091020800
NA,12011100201
NA,12083000607
NA,12071050208
NA,12095012201
399000,12086000127
215000,12095017022
NA,12107951402
NA,12086009905
194950,12017450306
129900,12031016731
64900,12073000502
196700,12095018000
52500,12033002604
NA,12086009804
321400,12086000134
257500,12017450306
NA,12009065231
104000,12086008309
319900,12095016752
62700,12033002604
NA,12086000134
NA,12086010622
NA,12011110357
NA,12086010618
NA,12086007706
235000,12011090401
342000,12115001203
325000,12099005954
84500,12007000100
NA,12033003611
NA,12103026001
NA,12109020905
699900,12081001406
750000,12087972200
NA,12031016725
61000,12127091025
NA,12009061001
NA,12053041602
NA,12127082512
NA,12101031207
NA,12085000300
NA,12086980500
NA,12011020418
NA,12071050104
107500,12033001202
449000,12086011406
1800000,12011041802
96411,12021010808
45900,12071010203
250000,12086006103
270000,12099007772
242600,12086000504
929000,12086000123
89900,12099006907
45000,12053041201
675000,12101032005
15000,12083002605
5000,12009071100
164000,12111382010
35000,12133970301
109250,12099004203
149900,12086004000
300000,12086009906
19900,12039020800
40000,12071040207
NA,12057011615
328125,12011060113
1199000,12086002502
NA,12086009602
103900,12011060212
84900,12057011908
95000,12101031302
170000,12086000127
100000,12075970304
156000,12011040401
103000,12103024512
340000,12033001402
325000,12113010827
1957056,12115002102
1579741,12009071201
1199000,12086009010
1199000,12086009010
991089,12071001801
699900,12011110361
720000,12086006401
828574,12011040300
684823,12087971900
799000,12087971700
649000,12011060900
519900,12021010434
467500,12086008702
524900,12011070315
583393,12081002022
609500,12086009060
575000,12099007754
575000,12099007754
599900,12086003915
570438,12057005102
544945,12115002016
580000,12011010800
443870,12011041900
417800,12103025120
495000,12115001601
466080,12086001205
477675,12011020317
479900,12086004701
432000,12011110362
459900,12057011103
457632,12015020402
449900,12085000400
454327,12057011528
433771,12057001500
437857,12017450704
357200,12057010216
422920,12099000905
407500,12069031316
385100,12086005804
404588,12071010111
412929,12011091000
325000,12099003700
373500,12015020402
401377,12086008808
400000,12009069400
434900,12011060113
395000,12099004300
386544,12086001103
344900,12086000216
565000,12086006718
325000,12099004402
384900,12086019401
360575,12103023200
329000,12086004000
356499,12011060203
300000,12105011836
310000,12086011003
499000,12099005945
414900,12086011104
50000,12119910100
312393,12086000127
341649,12057011414
300000,12127080102
193000,12123950100
333494,12105011502
338000,12086000612
40900,12009071347
332838,12011070304
380000,12031010104
273200,12053040908
315000,12073002513
137800,12033003608
316000,12111382007
344900,12111381804
304900,12011100201
299900,12011110352
298469,12086015400
332400,12127091018
332400,12127091018
385000,12111381803
299900,12031010301
289439,12005001402
319900,12087971100
294490,12057013414
288911,12081001604
291451,12127090803
390000,12086000144
390000,12086000144
285000,12033001103
284695,12097042500
284900,12086004205
287100,12097043303
286803,12105012513
270000,12099004813
270000,12099004813
319060,12011110345
276359,12115001702
251000,12011041700
251000,12011041700
239360,12005000401
225800,12095016709
320000,12011041000
246500,12053040913
273636,12009071339
267500,12009065231
261792,12053040201
256000,12061050602
289900,12107950100
273000,12115002732
185500,12053041106
184900,12035060208
252864,12103027501
249311,12127082412
150000,12057005302
244800,12121970200
244800,12121970200
236645,12005000402
238943,12009071337
236000,12099007624
198000,12035060207
204900,12113010820
225024,12117020905
260000,12086000128
295000,12071010411
100700,12019030400
254000,12111382122
227700,12111382010
226314,12101032001
229900,12099001500
230000,12011050311
325000,12085001000
200000,12069030203
193419,12099001801
82900,12099001801
90000,12031011901
190000,12127091016
188800,12057000901
188800,12057000901
199900,12101032905
189900,12095013405
196178,12103025109
173000,12086000134
193149,12033002300
190315,12117020805
219900,12086006503
184900,12117020905
149900,12073001102
217000,12086009905
169000,12083001007
187000,12109021003
165000,12033003311
179046,12101032113
159000,12091020200
159000,12091020200
149345,12073002701
163399,12071030300
284900,12051000300
35000,12005000805
64995,12031012702
159078,12031002600
138040,12031015400
172900,12009068501
159900,12005001402
165000,12121970304
155000,12011100203
133025,12009060105
199900,12099007731
215000,12086009305
152361,12015020301
95000,12069031108
149900,12021010519
119000,12059960402
148104,12091021502
500000,12011030601
140300,12086009026
166000,12099004822
166000,12099004822
180000,12111381603
121700,12091021901
144837,12057001500
130500,12005000302
122145,12031016300
141074,12039020800
27500,12031011901
124000,12111381603
124000,12111381603
139788,12083001204
139095,12015020800
138600,12017451300
135800,12017451103
124875,12039020800
140000,12121970304
139900,12121970100
135000,12017450201
113305,12121970303
37100,12121970401
113050,12005000302
126065,12011091400
21900,12063211000
139900,12061050903
111010,12079110200
107440,12009065123
70000,12105014201
114000,12129010101
121900,12101031505
139900,12131950103
119000,12111380200
101235,12101030906
104000,12101031205
117500,12031013301
175000,12011020320
117000,12127082100
108960,12073001804
95000,12011020103
95200,12115002003
120000,12086000132
73500,12051000200
62600,12107950100
62600,12107950100
128000,12085000902
100000,12081000902
107000,12101033010
98901,12033002100
94900,12091020200
105000,12007000100
81000,12091022800
159900,12099005704
72250,12081001106
57900,12091020305
109900,12053040802
39900,12073002006
79299,12031000300
22300,12133970103
22300,12133970103
70673,12071050106
89500,12031000300
62050,12011060700
64845,12127082201
69900,12031002702
54900,12045960101
59900,12095016745
50575,12083000904
57900,12073002604
54900,12039020800
69900,12099005939
45600,12011060401
15900,12031011500
33629,12057013409
26900,12059960202
380000,12086004205
NA,12073002702
NA,12089050307
22900,12071040212
400000,12011060802
230000,12011060126
95000,12011020103
595000,12099007505
385000,12015021002
NA,12105011832
230000,12107950202
199000,12069030203
NA,12086003704
NA,12101032112
NA,12011110349
NA,12011050401
128000,12085000902
269000,12127081300
155500,12073000903
80000,12007000201
285000,12127082510
139500,12077950201
70000,12083000805
285000,12127082510
1625000,12109021403
NA,12127083206
NA,12086008209
NA,12113010708
NA,12071001915
NA,12005000201
190000,12086000122
110000,12105015102
NA,12017450402
180000,12111382010
143000,12011020314
139900,12103026200
335000,12086010710
230000,12011041200
NA,12099004008
307000,12097042800
184500,12081001002
65900,12103024908
NA,12095010201
NA,12005000204
170000,12099007710
NA,12095016747
NA,12095011000
75000,12119910702
NA,12011060212
NA,12011090900
135000,12017450502
240000,12071040212
400000,12011050601
42400,12045960200
115000,12086000127
